12,kosten,VVINF,Mark_kosten,NN,NN_VVINF,kosten_.,$.,VVINF_$.,VP,NP,$.,False,VP_S_ROOT,VP_S_ROOT,False
13,.,$.,kosten_.,VVINF,VVINF_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
14,Die,ART,SOS_Die,_,__ART,Die_Brücke,NN,ART_NN,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
15,Brücke,NN,Die_Brücke,ART,ART_NN,Brücke_über,APPR,NN_APPR,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
16,über,APPR,Brücke_über,NN,NN_APPR,über_den,ART,APPR_ART,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
17,den,ART,über_den,APPR,APPR_ART,den_Stadtkanal,NN,ART_NN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
18,Stadtkanal,NN,den_Stadtkanal,ART,ART_NN,Stadtkanal_wird,VAFIN,NN_VAFIN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
19,wird,VAFIN,Stadtkanal_wird,NN,NN_VAFIN,wird_auch,ADV,VAFIN_ADV,S,False,False,False,S_ROOT,S_ROOT,False
20,auch,ADV,wird_auch,VAFIN,VAFIN_ADV,auch_so,ADV,ADV_ADV,AP,VAFIN,$.,False,AP_S_ROOT,AP_S_ROOT,False
21,so,ADV,auch_so,ADV,ADV_ADV,so_teuer,ADJD,ADV_ADJD,AP,VAFIN,$.,False,AP_S_ROOT,AP_S_ROOT,False
22,teuer,ADJD,so_teuer,ADV,ADV_ADJD,teuer_.,$.,ADJD_$.,AP,VAFIN,$.,False,AP_S_ROOT,AP_S_ROOT,False
23,.,$.,teuer_.,ADJD,ADJD_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
24,Das,ART,SOS_Das,_,__ART,Das_Erneuern,NN,ART_NN,NP,False,VVFIN,False,NP_S_ROOT,NP_S_ROOT,False
25,Erneuern,NN,Das_Erneuern,ART,ART_NN,Erneuern_der,ART,NN_ART,NP,False,VVFIN,False,NP_S_ROOT,NP_S_ROOT,False
26,der,ART,Erneuern_der,NN,NN_ART,der_Wege,NN,ART_NN,NP,NN,False,False,NP_NP_S_ROOT,NP_S_ROOT,False
27,Wege,NN,der_Wege,ART,ART_NN,Wege_auf,APPR,NN_APPR,NP,NN,False,False,NP_NP_S_ROOT,NP_S_ROOT,False
28,auf,APPR,Wege_auf,NN,NN_APPR,auf_dem,ART,APPR_ART,PP,NN,False,False,PP_NP_NP_S_ROOT,PP_NP_S_ROOT,False
29,dem,ART,auf_dem,APPR,APPR_ART,dem_Weinberg,NN,ART_NN,PP,NN,False,False,PP_NP_NP_S_ROOT,PP_NP_S_ROOT,False
30,Weinberg,NN,dem_Weinberg,ART,ART_NN,Weinberg_kostet,VVFIN,NN_VVFIN,PP,NN,False,False,PP_NP_NP_S_ROOT,PP_NP_S_ROOT,False
31,kostet,VVFIN,Weinberg_kostet,NN,NN_VVFIN,kostet_zwei,CARD,VVFIN_CARD,S,False,False,False,S_ROOT,S_ROOT,False
32,zwei,CARD,kostet_zwei,VVFIN,VVFIN_CARD,zwei_Millionen,NN,CARD_NN,NP,VVFIN,$.,False,NP_S_ROOT,NP_S_ROOT,False
33,Millionen,NN,zwei_Millionen,CARD,CARD_NN,Millionen_.,$.,NN_$.,NP,VVFIN,$.,False,NP_S_ROOT,NP_S_ROOT,False
34,.,$.,Millionen_.,NN,NN_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
35,Die,ART,SOS_Die,_,__ART,Die_Havellandhalle,NN,ART_NN,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
36,Havellandhalle,NN,Die_Havellandhalle,ART,ART_NN,Havellandhalle_hat,VAFIN,NN_VAFIN,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
37,hat,VAFIN,Havellandhalle_hat,NN,NN_VAFIN,"hat_5,5",CARD,VAFIN_CARD,S,False,False,False,S_ROOT,S_ROOT,False
38,"5,5",CARD,"hat_5,5",VAFIN,VAFIN_CARD,"5,5_Millionen",NN,CARD_NN,NP,VAFIN,VP,True,NP_S_ROOT,NP_S_ROOT,False
39,Millionen,NN,"5,5_Millionen",CARD,CARD_NN,Millionen_gekostet,VVPP,NN_VVPP,NP,VAFIN,VP,True,NP_S_ROOT,NP_S_ROOT,False
40,gekostet,VVPP,Millionen_gekostet,NN,NN_VVPP,gekostet_.,$.,VVPP_$.,VP,NP,$.,False,VP_S_ROOT,VP_S_ROOT,False
41,.,$.,gekostet_.,VVPP,VVPP_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
42,Der,ART,SOS_Der,_,__ART,Der_neue,ADJA,ART_ADJA,NP,False,VVFIN,False,NP_S_ROOT,NP_S_ROOT,False
43,neue,ADJA,Der_neue,ART,ART_ADJA,neue_Spielplatz,NN,ADJA_NN,NP,False,VVFIN,False,NP_S_ROOT,NP_S_ROOT,False
44,Spielplatz,NN,neue_Spielplatz,ADJA,ADJA_NN,Spielplatz_in,APPR,NN_APPR,NP,False,VVFIN,False,NP_S_ROOT,NP_S_ROOT,False
45,in,APPR,Spielplatz_in,NN,NN_APPR,in_Ost,NN,APPR_NN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
46,Ost,NN,in_Ost,APPR,APPR_NN,Ost_schlug,VVFIN,NN_VVFIN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
47,schlug,VVFIN,Ost_schlug,NN,NN_VVFIN,schlug_mit,APPR,VVFIN_APPR,S,False,False,False,S_ROOT,S_ROOT,False
48,mit,APPR,schlug_mit,VVFIN,VVFIN_APPR,"mit_1,5",CARD,APPR_CARD,PP,VVFIN,PP,False,PP_S_ROOT,PP_S_ROOT,False
49,"1,5",CARD,"mit_1,5",APPR,APPR_CARD,"1,5_Millionen",NN,CARD_NN,PP,VVFIN,PP,False,PP_S_ROOT,PP_S_ROOT,False
50,Millionen,NN,"1,5_Millionen",CARD,CARD_NN,Millionen_zu,APPR,NN_APPR,PP,VVFIN,PP,False,PP_S_ROOT,PP_S_ROOT,False
51,zu,APPR,Millionen_zu,NN,NN_APPR,zu_Buche,NN,APPR_NN,PP,PP,$.,False,PP_S_ROOT,PP_S_ROOT,False
52,Buche,NN,zu_Buche,APPR,APPR_NN,Buche_.,$.,NN_$.,PP,PP,$.,False,PP_S_ROOT,PP_S_ROOT,False
53,.,$.,Buche_.,NN,NN_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
54,Für,APPR,SOS_Für,_,__APPR,"Für_1,5",CARD,APPR_CARD,PP,False,VMFIN,False,PP_S_ROOT,PP_S_ROOT,False
55,"1,5",CARD,"Für_1,5",APPR,APPR_CARD,"1,5_Millionen",NN,CARD_NN,PP,False,VMFIN,False,PP_S_ROOT,PP_S_ROOT,False
56,Millionen,NN,"1,5_Millionen",CARD,CARD_NN,Millionen_soll,VMFIN,NN_VMFIN,PP,False,VMFIN,False,PP_S_ROOT,PP_S_ROOT,False
57,soll,VMFIN,Millionen_soll,NN,NN_VMFIN,soll_das,ART,VMFIN_ART,S,False,False,False,S_ROOT,S_ROOT,False
58,das,ART,soll_das,VMFIN,VMFIN_ART,das_Gebiet,NN,ART_NN,NP,VMFIN,VP,True,NP_S_ROOT,NP_S_ROOT,False
59,Gebiet,NN,das_Gebiet,ART,ART_NN,Gebiet_vor,APPR,NN_APPR,NP,VMFIN,VP,True,NP_S_ROOT,NP_S_ROOT,False
60,vor,APPR,Gebiet_vor,NN,NN_APPR,vor_der,ART,APPR_ART,PP,False,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
61,der,ART,vor_der,APPR,APPR_ART,der_Kaufhalle,NN,ART_NN,PP,False,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
62,Kaufhalle,NN,der_Kaufhalle,ART,ART_NN,Kaufhalle_Ost,NN,NN_NN,PP,False,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
63,Ost,NN,Kaufhalle_Ost,NN,NN_NN,Ost_umgestaltet,VVPP,NN_VVPP,PP,False,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
64,umgestaltet,VVPP,Ost_umgestaltet,NN,NN_VVPP,umgestaltet_werden,VAINF,VVPP_VAINF,VP,False,VAINF,False,VP_VP_S_ROOT,VP_S_ROOT,False
65,werden,VAINF,umgestaltet_werden,VVPP,VVPP_VAINF,werden_.,$.,VAINF_$.,VP,NP,$.,False,VP_S_ROOT,VP_S_ROOT,False
66,.,$.,werden_.,VAINF,VAINF_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
67,Vergleiche,NN,SOS_Vergleiche,_,__NN,Vergleiche_hinken,VVINF,NN_VVINF,VP,False,"$,",False,VP_S_ROOT,VP_S_ROOT,False
68,hinken,VVINF,Vergleiche_hinken,NN,NN_VVINF,"hinken_,","$,","VVINF_$,",VP,False,"$,",False,VP_S_ROOT,VP_S_ROOT,False
69,",","$,","hinken_,",VVINF,"VVINF_$,",",_mag",VMFIN,"$,_VMFIN",S,False,False,False,S_ROOT,S_ROOT,False
70,mag,VMFIN,",_mag","$,","$,_VMFIN",mag_sein,VAINF,VMFIN_VAINF,S,False,False,False,S_ROOT,S_ROOT,False
71,sein,VAINF,mag_sein,VMFIN,VMFIN_VAINF,sein_.,$.,VAINF_$.,VP,VMFIN,$.,False,VP_S_ROOT,VP_S_ROOT,False
72,.,$.,sein_.,VAINF,VAINF_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
73,Aber,KON,SOS_Aber,_,__KON,Aber_es,PPER,KON_PPER,S,False,False,False,S_ROOT,S_ROOT,True
74,es,PPER,Aber_es,KON,KON_PPER,es_soll,VMFIN,PPER_VMFIN,S,False,False,False,S_ROOT,S_ROOT,False
75,soll,VMFIN,es_soll,PPER,PPER_VMFIN,soll_keiner,PIS,VMFIN_PIS,S,False,False,False,S_ROOT,S_ROOT,False
76,keiner,PIS,soll_keiner,VMFIN,VMFIN_PIS,keiner_sagen,VVINF,PIS_VVINF,S,False,False,False,S_ROOT,S_ROOT,False
77,sagen,VVINF,keiner_sagen,PIS,PIS_VVINF,"sagen_,","$,","VVINF_$,",VP,PIS,"$,",False,VP_S_ROOT,VP_S_ROOT,False
78,",","$,","sagen_,",VVINF,"VVINF_$,",",_es",PPER,"$,_PPER",S,False,False,False,S_ROOT,S_ROOT,False
79,es,PPER,",_es","$,","$,_PPER",es_sei,VAFIN,PPER_VAFIN,S,"$,",$.,False,S_S_ROOT,S_ROOT,False
80,sei,VAFIN,es_sei,PPER,PPER_VAFIN,sei_kein,PIAT,VAFIN_PIAT,S,"$,",$.,False,S_S_ROOT,S_ROOT,False
81,kein,PIAT,sei_kein,VAFIN,VAFIN_PIAT,kein_Geld,NN,PIAT_NN,NP,VAFIN,False,False,NP_S_S_ROOT,NP_S_ROOT,False
82,Geld,NN,kein_Geld,PIAT,PIAT_NN,Geld_da,ADV,NN_ADV,NP,VAFIN,False,False,NP_S_S_ROOT,NP_S_ROOT,False
83,da,ADV,Geld_da,NN,NN_ADV,da_.,$.,ADV_$.,NP,VAFIN,False,False,NP_S_S_ROOT,NP_S_ROOT,False
84,.,$.,da_.,ADV,ADV_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
85,Was,PWS,SOS_Was,_,__PWS,Was_für,APPR,PWS_APPR,S,False,"$,",False,S_S_ROOT,S_ROOT,False
86,für,APPR,Was_für,PWS,PWS_APPR,für_die,ART,APPR_ART,PP,PWS,ADV,False,PP_S_S_ROOT,PP_S_ROOT,False
87,die,ART,für_die,APPR,APPR_ART,die_Verantwortlichen,NN,ART_NN,PP,PWS,ADV,False,PP_S_S_ROOT,PP_S_ROOT,False
88,Verantwortlichen,NN,die_Verantwortlichen,ART,ART_NN,Verantwortlichen_gerade,ADV,NN_ADV,PP,PWS,ADV,False,PP_S_S_ROOT,PP_S_ROOT,False
89,gerade,ADV,Verantwortlichen_gerade,NN,NN_ADV,gerade_am,APPRART,ADV_APPRART,S,False,"$,",False,S_S_ROOT,S_ROOT,False
90,am,APPRART,gerade_am,ADV,ADV_APPRART,am_wichtigsten,ADJA,APPRART_ADJA,PP,ADV,VAFIN,False,PP_S_S_ROOT,PP_S_ROOT,False
91,wichtigsten,ADJA,am_wichtigsten,APPRART,APPRART_ADJA,wichtigsten_ist,VAFIN,ADJA_VAFIN,PP,ADV,VAFIN,False,PP_S_S_ROOT,PP_S_ROOT,False
92,ist,VAFIN,wichtigsten_ist,ADJA,ADJA_VAFIN,"ist_,","$,","VAFIN_$,",S,False,"$,",False,S_S_ROOT,S_ROOT,False
93,",","$,","ist_,",VAFIN,"VAFIN_$,",",_wird",VAFIN,"$,_VAFIN",S,False,False,False,S_ROOT,S_ROOT,False
94,wird,VAFIN,",_wird","$,","$,_VAFIN",wird_gebaut,VVPP,VAFIN_VVPP,S,False,False,False,S_ROOT,S_ROOT,False
95,gebaut,VVPP,wird_gebaut,VAFIN,VAFIN_VVPP,gebaut_.,$.,VVPP_$.,VP,VAFIN,$.,False,VP_S_ROOT,VP_S_ROOT,False
96,.,$.,gebaut_.,VVPP,VVPP_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
97,So,ADV,SOS_So,_,__ADV,So_einfach,ADJD,ADV_ADJD,AP,False,VAFIN,False,AP_S_CS_NUR_ROOT,AP_S_CS_NUR_ROOT,False
98,einfach,ADJD,So_einfach,ADV,ADV_ADJD,einfach_ist,VAFIN,ADJD_VAFIN,AP,False,VAFIN,False,AP_S_CS_NUR_ROOT,AP_S_CS_NUR_ROOT,False
99,ist,VAFIN,einfach_ist,ADJD,ADJD_VAFIN,ist_das,PDS,VAFIN_PDS,S,False,"$,",False,S_CS_NUR_ROOT,S_CS_NUR_ROOT,False
100,das,PDS,ist_das,VAFIN,VAFIN_PDS,"das_,","$,","PDS_$,",NP,VAFIN,False,False,NP_S_CS_NUR_ROOT,NP_S_CS_NUR_ROOT,False
101,",","$,","das_,",PDS,"PDS_$,",",_und",KON,"$,_KON",CS,False,NN,False,CS_NUR_ROOT,CS_NUR_ROOT,False
102,und,KON,",_und","$,","$,_KON",und_man,PIS,KON_PIS,CS,False,NN,False,CS_NUR_ROOT,CS_NUR_ROOT,True
103,man,PIS,und_man,KON,KON_PIS,man_nennt,VVFIN,PIS_VVFIN,S,KON,False,False,S_CS_NUR_ROOT,S_CS_NUR_ROOT,False
104,nennt,VVFIN,man_nennt,PIS,PIS_VVFIN,nennt_es,PPER,VVFIN_PPER,S,KON,False,False,S_CS_NUR_ROOT,S_CS_NUR_ROOT,False
105,es,PPER,nennt_es,VVFIN,VVFIN_PPER,"es_""",ADV,PPER_ADV,S,KON,False,False,S_CS_NUR_ROOT,S_CS_NUR_ROOT,False
106,"""",ADV,"es_""",PPER,PPER_ADV,"""_Politik",NN,ADV_NN,S,KON,False,False,S_CS_NUR_ROOT,S_CS_NUR_ROOT,False
107,Politik,NN,"""_Politik",ADV,ADV_NN,"Politik_""",XY,NN_XY,NUR,False,False,False,NUR_ROOT,NUR_ROOT,False
108,"""",XY,"Politik_""",NN,NN_XY,"""_.",$.,XY_$.,NUR,False,False,False,NUR_ROOT,NUR_ROOT,False
109,.,$.,"""_.",XY,XY_$.,._EOS,_,$.__,NUR,False,False,False,NUR_ROOT,NUR_ROOT,False
110,Nie,ADV,SOS_Nie,_,__ADV,Nie_zuvor,ADV,ADV_ADV,AVP,False,VVFIN,False,AVP_S_ROOT,AVP_S_ROOT,False
111,zuvor,ADV,Nie_zuvor,ADV,ADV_ADV,zuvor_holten,VVFIN,ADV_VVFIN,AVP,False,VVFIN,False,AVP_S_ROOT,AVP_S_ROOT,False
112,holten,VVFIN,zuvor_holten,ADV,ADV_VVFIN,holten_Leichtathleten,NN,VVFIN_NN,S,False,False,False,S_ROOT,S_ROOT,False
113,Leichtathleten,NN,holten_Leichtathleten,VVFIN,VVFIN_NN,Leichtathleten_aus,APPR,NN_APPR,NP,VVFIN,ADV,False,NP_S_ROOT,NP_S_ROOT,False
114,aus,APPR,Leichtathleten_aus,NN,NN_APPR,aus_Rathenow,NN,APPR_NN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
115,Rathenow,NN,aus_Rathenow,APPR,APPR_NN,Rathenow_und,KON,NN_KON,CNP,APPR,False,False,CNP_PP_NP_S_ROOT,CNP_PP_NP_S_ROOT,False
116,und,KON,Rathenow_und,NN,NN_KON,und_Premnitz,NN,KON_NN,CNP,APPR,False,False,CNP_PP_NP_S_ROOT,CNP_PP_NP_S_ROOT,False
117,Premnitz,NN,und_Premnitz,KON,KON_NN,Premnitz_so,ADV,NN_ADV,CNP,APPR,False,False,CNP_PP_NP_S_ROOT,CNP_PP_NP_S_ROOT,False
118,so,ADV,Premnitz_so,NN,NN_ADV,so_oft,ADV,ADV_ADV,S,False,False,False,S_ROOT,S_ROOT,False
119,oft,ADV,so_oft,ADV,ADV_ADV,oft_wie,KOKOM,ADV_KOKOM,S,False,False,False,S_ROOT,S_ROOT,False
120,wie,KOKOM,oft_wie,ADV,ADV_KOKOM,wie_in,APPR,KOKOM_APPR,NP,ADV,$.,False,NP_S_ROOT,NP_S_ROOT,False
121,in,APPR,wie_in,KOKOM,KOKOM_APPR,in_diesem,PDAT,APPR_PDAT,PP,False,PP,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
122,diesem,PDAT,in_diesem,APPR,APPR_PDAT,diesem_Jahr,NN,PDAT_NN,PP,False,PP,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
123,Jahr,NN,diesem_Jahr,PDAT,PDAT_NN,Jahr_bei,APPR,NN_APPR,PP,False,PP,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
124,bei,APPR,Jahr_bei,NN,NN_APPR,bei_Deutschen,ADJA,APPR_ADJA,PP,PP,ADJA,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
125,Deutschen,ADJA,bei_Deutschen,APPR,APPR_ADJA,Deutschen_Meisterschaften,NN,ADJA_NN,PP,PP,ADJA,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
126,Meisterschaften,NN,Deutschen_Meisterschaften,ADJA,ADJA_NN,Meisterschaften_vordere,ADJA,NN_ADJA,PP,PP,ADJA,False,PP_AP_NP_S_ROOT,PP_AP_NP_S_ROOT,False
127,vordere,ADJA,Meisterschaften_vordere,NN,NN_ADJA,vordere_Plätze,NN,ADJA_NN,AP,KOKOM,NN,False,AP_NP_S_ROOT,AP_NP_S_ROOT,False
128,Plätze,NN,vordere_Plätze,ADJA,ADJA_NN,Plätze_.,$.,NN_$.,NP,ADV,$.,False,NP_S_ROOT,NP_S_ROOT,False
129,.,$.,Plätze_.,NN,NN_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
130,Sie,PPER,SOS_Sie,_,__PPER,Sie_haben,VAFIN,PPER_VAFIN,S,False,False,False,S_ROOT,S_ROOT,False
131,haben,VAFIN,Sie_haben,PPER,PPER_VAFIN,haben_sich,PRF,VAFIN_PRF,S,False,False,False,S_ROOT,S_ROOT,False
132,sich,PRF,haben_sich,VAFIN,VAFIN_PRF,sich_ihr,PPOSAT,PRF_PPOSAT,S,False,False,False,S_ROOT,S_ROOT,False
133,ihr,PPOSAT,sich_ihr,PRF,PRF_PPOSAT,ihr_Tartan,NN,PPOSAT_NN,NP,PRF,VP,True,NP_S_ROOT,NP_S_ROOT,False
134,Tartan,NN,ihr_Tartan,PPOSAT,PPOSAT_NN,Tartan_wirklich,ADJD,NN_ADJD,NP,PRF,VP,True,NP_S_ROOT,NP_S_ROOT,False
135,wirklich,ADJD,Tartan_wirklich,NN,NN_ADJD,wirklich_verdient,VVPP,ADJD_VVPP,VP,NP,$.,False,VP_S_ROOT,VP_S_ROOT,False
136,verdient,VVPP,wirklich_verdient,ADJD,ADJD_VVPP,verdient_.,$.,VVPP_$.,VP,NP,$.,False,VP_S_ROOT,VP_S_ROOT,False
137,.,$.,verdient_.,VVPP,VVPP_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
138,Auf,APPR,SOS_Auf,_,__APPR,Auf_Asche,NN,APPR_NN,PP,False,VMFIN,False,PP_S_ROOT,PP_S_ROOT,False
139,Asche,NN,Auf_Asche,APPR,APPR_NN,Asche_kann,VMFIN,NN_VMFIN,PP,False,VMFIN,False,PP_S_ROOT,PP_S_ROOT,False
140,kann,VMFIN,Asche_kann,NN,NN_VMFIN,kann_im,APPRART,VMFIN_APPRART,S,False,False,False,S_ROOT,S_ROOT,False
141,im,APPRART,kann_im,VMFIN,VMFIN_APPRART,im_Höchstfall,NN,APPRART_NN,PP,False,PP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
142,Höchstfall,NN,im_Höchstfall,APPRART,APPRART_NN,Höchstfall_von,APPR,NN_APPR,PP,False,PP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
143,von,APPR,Höchstfall_von,NN,NN_APPR,von_April,NN,APPR_NN,PP,PP,PP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
144,April,NN,von_April,APPR,APPR_NN,April_bis,APPR,NN_APPR,PP,PP,PP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
145,bis,APPR,April_bis,NN,NN_APPR,bis_September,NN,APPR_NN,PP,PP,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
146,September,NN,bis_September,APPR,APPR_NN,September_gelaufen,VVPP,NN_VVPP,PP,PP,VVPP,False,PP_VP_VP_S_ROOT,PP_VP_S_ROOT,False
147,gelaufen,VVPP,September_gelaufen,NN,NN_VVPP,gelaufen_werden,VAINF,VVPP_VAINF,VP,False,VAINF,False,VP_VP_S_ROOT,VP_S_ROOT,False
148,werden,VAINF,gelaufen_werden,VVPP,VVPP_VAINF,"werden_,","$,","VAINF_$,",VP,VMFIN,$.,False,VP_S_ROOT,VP_S_ROOT,False
149,",","$,","werden_,",VAINF,"VAINF_$,",",_auf",APPR,"$,_APPR",VP,VMFIN,$.,False,VP_S_ROOT,VP_S_ROOT,False
150,auf,APPR,",_auf","$,","$,_APPR",auf_Kunststoff,NN,APPR_NN,PP,"$,",False,False,PP_VP_S_ROOT,PP_VP_S_ROOT,False
151,Kunststoff,NN,auf_Kunststoff,APPR,APPR_NN,Kunststoff_immer,ADV,NN_ADV,PP,"$,",False,False,PP_VP_S_ROOT,PP_VP_S_ROOT,False
152,immer,ADV,Kunststoff_immer,NN,NN_ADV,immer_.,$.,ADV_$.,PP,"$,",False,False,PP_VP_S_ROOT,PP_VP_S_ROOT,False
153,.,$.,immer_.,ADV,ADV_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
154,Die,ART,SOS_Die,_,__ART,Die_Sprunganlagen,NN,ART_NN,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
155,Sprunganlagen,NN,Die_Sprunganlagen,ART,ART_NN,Sprunganlagen_am,APPRART,NN_APPRART,NP,False,VAFIN,False,NP_S_ROOT,NP_S_ROOT,False
156,am,APPRART,Sprunganlagen_am,NN,NN_APPRART,am_Schwedendamm,NN,APPRART_NN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
157,Schwedendamm,NN,am_Schwedendamm,APPRART,APPRART_NN,Schwedendamm_sind,VAFIN,NN_VAFIN,PP,NN,False,False,PP_NP_S_ROOT,PP_NP_S_ROOT,False
158,sind,VAFIN,Schwedendamm_sind,NN,NN_VAFIN,sind_eine,ART,VAFIN_ART,S,False,False,False,S_ROOT,S_ROOT,False
159,eine,ART,sind_eine,VAFIN,VAFIN_ART,eine_Zumutung,NN,ART_NN,NP,VAFIN,$.,False,NP_S_ROOT,NP_S_ROOT,False
160,Zumutung,NN,eine_Zumutung,ART,ART_NN,Zumutung_.,$.,NN_$.,NP,VAFIN,$.,False,NP_S_ROOT,NP_S_ROOT,False
161,.,$.,Zumutung_.,NN,NN_$.,._EOS,_,$.__,S,False,False,False,S_ROOT,S_ROOT,False
162,Wer,PWS,SOS_Wer,_,__PWS,Wer_endlich,ADV,PWS_ADV,S,False,"$,",False,S_S_ROOT,S_ROOT,False
163,endlich,ADV,Wer_endlich,PWS,PWS_ADV,endlich_ein,ART,ADV_ART,S,False,"$,",False,S_S_ROOT,S_ROOT,False
164,ein,ART,endlich_ein,ADV,ADV_ART,ein_ordentliches,ADJA,ART_ADJA,NP,ADV,VVFIN,False,NP_S_S_ROOT,NP_S_ROOT,False
165,ordentliches,ADJA,ein_ordentliches,ART,ART_ADJA,ordentliches_Stadion,NN,ADJA_NN,NP,ADV,VVFIN,False,NP_S_S_ROOT,NP_S_ROOT,False
166,Stadion,NN,ordentliches_Stadion,ADJA,ADJA_NN,Stadion_baut,VVFIN,NN_VVFIN,NP,ADV,VVFIN,False,NP_S_S_ROOT,NP_S_ROOT,False
167,baut,VVFIN,Stadion_baut,NN,NN_VVFIN,"baut_,","$,","VVFIN_$,",S,False,"$,",False,S_S_ROOT,S_ROOT,False
168,",","$,","baut_,",VVFIN,"VVFIN_$,",",_ist",VAFIN,"$,_VAFIN",S,False,False,False,S_ROOT,S_ROOT,False
169,ist,VAFIN,",_ist","$,","$,_VAFIN",ist_eigentlich,ADV,VAFIN_ADV,S,False,False,False,S_ROOT,S_ROOT,False
170,eigentlich,ADV,ist_eigentlich,VAFIN,VAFIN_ADV,eigentlich_nur,ADV,ADV_ADV,S,False,False,False,S_ROOT,S_ROOT,False
